Date,Time,"Input Source","Output Destination","Job Information","Page Information",Pages,Sheets,"Job Status","Job Hierarchy","Job Number"
21/03/2024,16:41:19,Scanner,SMB:\\10.30.3.24\publicscan\img-321164102.pdf,PDF:JPEG,Color,"     9",,Completed,,210d501a-e767-11ee-8000-080037af719a
21/03/2024,16:41:00,Scanner,SMB:\\10.30.3.24\publicscan\img-321164048.pdf,PDF:JPEG,Color,"     6",,Completed,,188d5017-e767-11ee-8000-080037af719a
21/03/2024,16:35:30,"LPD:DESKTOP-E6TPOVN:rangga ario:QR CODE LAPTOP revisi 1 (2).xlsx","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,568d5014-e766-11ee-8000-080037af719a
21/03/2024,16:34:26,"LPD:SPM-PCN-079:ratna:[OK] Benaya G7 IEP Progress Report Term 3.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     3","     3",Completed,,2e8d5011-e766-11ee-8000-080037af719a
21/03/2024,16:33:56,"LPD:SPM-PCN-079:ratna:[OK] Nathan G7 IEP Progress Report Term 3.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     9","     9",Completed,,178d500e-e766-11ee-8000-080037af719a
21/03/2024,16:33:05,"LPD:SPM-PCN-079:ratna:[OK] Nicholas G11 IEP Progress Report Term 3.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     6","     6",Completed,,fb0d500b-e765-11ee-8000-080037af719a
21/03/2024,16:07:18,Scanner,SMB:\\10.30.3.24\publicscan\img-321160631.pdf,PDF:JPEG,Color,"    28",,Completed,,4e8d5008-e762-11ee-8000-080037af719a
21/03/2024,15:58:05,"LPD:DESKTOP-LNEHTCS:shaviera:Untitled design (5).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     2","     2",Completed,,1a8d5005-e761-11ee-8000-080037af719a
21/03/2024,15:43:25,Scanner,SMB:\\10.30.3.24\publicscan\img-321154319.pdf,PDF:JPEG,Color,"     2",,Completed,,110d5002-e75f-11ee-8000-080037af719a
21/03/2024,15:40:52,"LPD:DESKTOP-RBQLNKD:ola:leadership porfolio teo.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,b40d4fff-e75e-11ee-8000-080037af719a
21/03/2024,15:37:54,LPD:SPM-PCN-079:ratna:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html,"Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     2","     2",Completed,,480d4ffc-e75e-11ee-8000-080037af719a
21/03/2024,15:12:33,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,c00d4ff9-e75a-11ee-8000-080037af719a
21/03/2024,15:11:28,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,980d4ff6-e75a-11ee-8000-080037af719a
21/03/2024,15:11:03,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,898d4ff3-e75a-11ee-8000-080037af719a
21/03/2024,15:10:47,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,800d4ff0-e75a-11ee-8000-080037af719a
21/03/2024,15:10:29,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,760d4fed-e75a-11ee-8000-080037af719a
21/03/2024,15:10:00,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,648d4fea-e75a-11ee-8000-080037af719a
21/03/2024,15:09:38,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,570d4fe7-e75a-11ee-8000-080037af719a
21/03/2024,15:09:23,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,4e0d4fe4-e75a-11ee-8000-080037af719a
21/03/2024,15:08:35,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,318d4fe1-e75a-11ee-8000-080037af719a
21/03/2024,15:08:06,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,1f8d4fde-e75a-11ee-8000-080037af719a
21/03/2024,15:07:52,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,178d4fdb-e75a-11ee-8000-080037af719a
21/03/2024,15:07:31,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,0b0d4fd8-e75a-11ee-8000-080037af719a
21/03/2024,15:07:13,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,010d4fd5-e75a-11ee-8000-080037af719a
21/03/2024,15:06:51,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,f40d4fd2-e759-11ee-8000-080037af719a
21/03/2024,15:06:32,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,e80d4fcf-e759-11ee-8000-080037af719a
21/03/2024,15:06:06,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,d88d4fcc-e759-11ee-8000-080037af719a
21/03/2024,15:05:49,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,ce8d4fc9-e759-11ee-8000-080037af719a
21/03/2024,15:05:25,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,c08d4fc6-e759-11ee-8000-080037af719a
21/03/2024,15:05:06,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,b58d4fc3-e759-11ee-8000-080037af719a
21/03/2024,15:04:44,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,a78d4fc0-e759-11ee-8000-080037af719a
21/03/2024,15:04:22,Scanner,SMB:\\10.30.3.24\publicscan\img-321150305.pdf,PDF:JPEG,Color,"    48",,Completed,,720d4fba-e759-11ee-8000-080037af719a
21/03/2024,15:04:13,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,960d4fbd-e759-11ee-8000-080037af719a
21/03/2024,15:03:02,Scanner,SMB:\\10.30.3.24\publicscan\img-321150147.pdf,PDF:JPEG,Color,"    48",,Completed,,438d4fb4-e759-11ee-8000-080037af719a
21/03/2024,15:03:01,"LPD:DESKTOP-D0612KD:Deborah:Leadership Portforlio, Thea.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,698d4fb7-e759-11ee-8000-080037af719a
21/03/2024,15:01:50,"LPD:DESKTOP-4INK:Budi rah:juan leadership portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     4","     4",Completed,,3f8d4fb1-e759-11ee-8000-080037af719a
21/03/2024,14:59:38,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,f18d4fae-e758-11ee-8000-080037af719a
21/03/2024,14:57:48,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,b08d4fab-e758-11ee-8000-080037af719a
21/03/2024,14:55:06,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     2","     2",Completed,,4e8d4fa8-e758-11ee-8000-080037af719a
21/03/2024,14:54:35,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,3c8d4fa5-e758-11ee-8000-080037af719a
21/03/2024,14:53:56,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,258d4fa2-e758-11ee-8000-080037af719a
21/03/2024,14:53:32,Scanner,,,,"     0",,Deleted,,168d4f9f-e758-11ee-8000-080037af719a
21/03/2024,14:53:26,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,140d4f9c-e758-11ee-8000-080037af719a
21/03/2024,14:53:07,Scanner,SMB:\\10.30.3.24\publicscan\img-321145142.pdf,PDF:JPEG,Color,"    52",,Completed,,db0d4f96-e757-11ee-8000-080037af719a
21/03/2024,14:52:25,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,f00d4f99-e757-11ee-8000-080037af719a
21/03/2024,14:51:40,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,d50d4f93-e757-11ee-8000-080037af719a
21/03/2024,14:51:25,Scanner,,,,"     0",,Deleted,,bf0d4f90-e757-11ee-8000-080037af719a
21/03/2024,14:50:48,Scanner,,,,"     0",,Deleted,,af0d4f8d-e757-11ee-8000-080037af719a
21/03/2024,14:50:09,Scanner,,,,"     0",,Deleted,,968d4f8a-e757-11ee-8000-080037af719a
21/03/2024,14:43:35,"LPD:SPM-PCN-138:Anita:Abul Leadership Portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    12","    12",Completed,,ab0d4f87-e756-11ee-8000-080037af719a
21/03/2024,14:41:56,"LPD:SPM-PCN-138:Anita:Abul Leadership Portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,768d4f84-e756-11ee-8000-080037af719a
21/03/2024,14:39:16,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook","Center Tray","1 Pages Up:2 Sided:PCL6",Color:A4:Plain:White,"     7","     4",Completed,,130d4f81-e756-11ee-8000-080037af719a
21/03/2024,14:39:14,Scanner,SMB:\\10.30.3.24\publicscan\img-321143810.pdf,PDF:JPEG,Color,"    40",,Completed,,f70d4f7e-e755-11ee-8000-080037af719a
21/03/2024,14:37:59,"LPD:DESKTOP-D0612KD:Deborah:Leadership notebook","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,eb0d4f7b-e755-11ee-8000-080037af719a
21/03/2024,14:36:43,"LPD:SPM-PCN-079:KATRINE:Tanda Terima Rapot Mid Sem I .xlsx - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     2","     2",Completed,,bd8d4f78-e755-11ee-8000-080037af719a
21/03/2024,14:20:11,Scanner,SMB:\\10.30.3.24\publicscan\img-321142002.pdf,PDF:JPEG,Color,"     4",,Completed,,6e8d4f75-e753-11ee-8000-080037af719a
21/03/2024,14:12:42,"LPD:DESKTOP-RBQLNKD:ola:PE 2024 - VP JHSH - Ulyma Oktafiola - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     3","     3",Completed,,610d4f72-e752-11ee-8000-080037af719a
21/03/2024,14:11:49,"LPD:DESKTOP-RBQLNKD:ola:PE 2024 - VP JHSH - Ulyma Oktafiola - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,430d4f6f-e752-11ee-8000-080037af719a
21/03/2024,14:02:49,"LPD:SPM-PCN-138:Melda:Full page photo","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    15","    15",Completed,,ef0d4f6c-e750-11ee-8000-080037af719a
21/03/2024,14:00:13,"LPD:DESKTOP-D0612KD:User:Leadership notebook",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,a98d4f69-e750-11ee-8000-080037af719a
21/03/2024,14:00:09,"LPD:DESKTOP-RBQLNKD:ola:Laura Leadership Portfolio (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,a20d4f66-e750-11ee-8000-080037af719a
21/03/2024,13:58:40,"LPD:DESKTOP-D0612KD:deborah:Leadership notebook","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,6d8d4f63-e750-11ee-8000-080037af719a
21/03/2024,13:58:23,"LPD:DESKTOP-Q1UEA5M:utami:Holiday program Jun24.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     2","     2",Completed,,630d4f60-e750-11ee-8000-080037af719a
21/03/2024,13:51:17,LPD:SPM-PCN-138:Melda:_OK_SLC_Gr_7_Mid_2_2023_2024_Schedule.01.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,650d4f5d-e74f-11ee-8000-080037af719a
21/03/2024,13:39:39,Scanner,SMB:\\10.30.3.24\publicscan\img-321133830.pdf,PDF:JPEG,Color,"    39",,Completed,,a10d4f57-e74d-11ee-8000-080037af719a
21/03/2024,13:39:05,"LPD:DESKTOP-RBQLNKD:ola:Laura Leadership Portfolio (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,b20d4f5a-e74d-11ee-8000-080037af719a
21/03/2024,13:37:23,"LPD:DESKTOP-RBQLNKD:ola:Benaya_s Leadership Portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     4","     4",Completed,,720d4f54-e74d-11ee-8000-080037af719a
21/03/2024,13:36:07,"LPD:DESKTOP-RBQLNKD:ola:Cayden Leadership Portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     2","     2",Completed,,458d4f51-e74d-11ee-8000-080037af719a
21/03/2024,13:35:40,"LPD:DESKTOP-RBQLNKD:ola:Cayden Leadership Portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     5","     5",Completed,,338d4f4e-e74d-11ee-8000-080037af719a
21/03/2024,13:34:01,"LPD:DESKTOP-RBQLNKD:ola:Laura Leadership Portfolio (1).pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White
Color:A4:Plain:White","     1

     2","     3",Completed,,f98d4f4b-e74c-11ee-8000-080037af719a
21/03/2024,13:19:56,"LPD:DESKTOP-DM11OOE:SULI:keputrian performance script - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     8","     4",Completed,,fd0d4f48-e74a-11ee-8000-080037af719a
21/03/2024,13:15:03,"LPD:DESKTOP-4INK:Budi rah:_E-leadership portfolio 2023-2024.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    15","    15",Completed,,4a8d4f45-e74a-11ee-8000-080037af719a
21/03/2024,13:10:49,Scanner,SMB:\\10.30.3.24\publicscan\img-321131043.pdf,PDF:JPEG,Color,"     1",,Completed,,bf8d4f42-e749-11ee-8000-080037af719a
21/03/2024,13:10:34,Scanner,SMB:\\10.30.3.24\publicscan\img-321131028.pdf,PDF:JPEG,Color,"     1",,Completed,,b68d4f3f-e749-11ee-8000-080037af719a
21/03/2024,13:08:09,Scanner,"Center Tray","2 Sided","Black & White:A4:Plain:White","     6","     3",Completed,,590d4f3c-e749-11ee-8000-080037af719a
21/03/2024,13:07:42,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     3","     3",Completed,,4d0d4f39-e749-11ee-8000-080037af719a
21/03/2024,13:07:20,Scanner,"Center Tray","2 Sided","Black & White:A4:Plain:White","     3","     2",Completed,,3e0d4f36-e749-11ee-8000-080037af719a
21/03/2024,13:07:02,"LPD:DESKTOP-LNEHTCS:shaviera:leadership portfolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,2a8d4f33-e749-11ee-8000-080037af719a
21/03/2024,13:06:07,Scanner,SMB:\\10.30.3.24\publicscan\img-321130500.pdf,PDF:JPEG,Color,"    39",,Completed,,f30d4f2d-e748-11ee-8000-080037af719a
21/03/2024,13:05:52,"LPD:DESKTOP-LNEHTCS:shaviera:leadership portfolio","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,0d0d4f30-e749-11ee-8000-080037af719a
21/03/2024,13:04:04,"LPD:DESKTOP-4INK:Budi rah:_E-leadership portfolio 2023-2024.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    15","    15",Completed,,c20d4f2a-e748-11ee-8000-080037af719a
21/03/2024,13:02:42,"LPD:DESKTOP-LNEHTCS:shaviera:Copy of LEADERSHIP PORTFOLIO","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,9c0d4f27-e748-11ee-8000-080037af719a
21/03/2024,13:02:13,Scanner,SMB:\\10.30.3.24\publicscan\img-321130103.pdf,PDF:JPEG,Color,"    42",,Completed,,658d4f24-e748-11ee-8000-080037af719a
21/03/2024,12:57:38,"LPD:SPM-PCN-138:sharing:Copy of LEADERSHIP PORTFOLIO",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,eb0d4f21-e747-11ee-8000-080037af719a
21/03/2024,12:48:38,LPD:DESKTOP-LNEHTCS:shaviera:skyyyyyyyyy.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,a48d4f1e-e746-11ee-8000-080037af719a
21/03/2024,12:44:07,"LPD:SPM-PCN-079:KATRINE:Screenshot (61)","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,ec8d4f1b-e745-11ee-8000-080037af719a
21/03/2024,12:39:00,"LPD:SPM-PCN-138:Bayu:Leadership Notebook","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,498d4f18-e745-11ee-8000-080037af719a
21/03/2024,12:38:18,"LPD:SPM-PCN-079:fany:Shipping Cambridge Exam Schedule 2024 - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,340d4f15-e745-11ee-8000-080037af719a
21/03/2024,12:38:01,"LPD:SPM-PCN-138:Bayu:Leadership Notebook","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     3","     3",Completed,,188d4f12-e745-11ee-8000-080037af719a
21/03/2024,12:36:09,"LPD:SPM-PCN-138:Bayu:Leadership Notebook","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     5","     5",Completed,,d90d4f0f-e744-11ee-8000-080037af719a
21/03/2024,12:30:18,"LPD:SPM-PCN-138:Bayu:My student PortFolio.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     9","     9",Completed,,0e0d4f0c-e744-11ee-8000-080037af719a
21/03/2024,12:19:21,"LPD:DESKTOP-DM11OOE:SULI:JHSH Daily Behavior Card - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,8d0d4f09-e742-11ee-8000-080037af719a
21/03/2024,12:06:15,"LPD:COE-00233-NINA:NINA:JHSH Daily Behavior Card - Sean Dante March '24.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    30","    30",Completed,,a28d4f06-e740-11ee-8000-080037af719a
21/03/2024,11:51:26,"LPD:SPM-PCN-079:fany:Shipping Cambridge Exam Schedule 2024 - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,a78d4f03-e73e-11ee-8000-080037af719a
21/03/2024,11:39:55,"LPD:SPM-PCN-079:KATRINE:Screenshot (60)","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,0c0d4f00-e73d-11ee-8000-080037af719a
21/03/2024,11:36:27,"LPD:SPM-PCN-079:fany:Shipping Cambridge Exam Schedule 2024 - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,8f0d4efd-e73c-11ee-8000-080037af719a
21/03/2024,11:26:15,"LPD:SPM-PCN-079:fany:4 x 6 in. (2)","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,220d4efa-e73b-11ee-8000-080037af719a
21/03/2024,11:20:45,"LPD:DESKTOP-DM11OOE:SULI:FAO UK - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     2","     2",Completed,,5a8d4ef7-e73a-11ee-8000-080037af719a
21/03/2024,11:01:07,Scanner,SMB:\\10.30.3.24\publicscan\img-321110027.pdf,PDF:JPEG,Color,"    24",,Completed,,8d0d4ef4-e737-11ee-8000-080037af719a
21/03/2024,10:58:27,"LPD:SPM-PCN-138:rangga ario:ACFrOgDk3k7r-xieIVAzXX-uPTmqC_ZpT8e-fYq...5ZrcjqpC4DWuyAC2c_rA3R","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,3b0d4ef1-e737-11ee-8000-080037af719a
21/03/2024,10:21:01,Scanner,SMB:\\10.30.3.24\publicscan\img-321102053.pdf,PDF:JPEG,Color,"     3",,Completed,,058d4eee-e732-11ee-8000-080037af719a
21/03/2024,10:10:57,"LPD:DESKTOP-DM11OOE:SULI:Leadership Notebook - Semester 2.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,9d0d4eeb-e730-11ee-8000-080037af719a
21/03/2024,10:07:24,"LPD:DESKTOP-DM11OOE:SULI:My leadership notebook","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White
Color:A4:Plain:White","     6

     8","    14",Completed,,148d4ee8-e730-11ee-8000-080037af719a
21/03/2024,10:06:02,Scanner,SMB:\\10.30.3.24\publicscan\img-321100434.pdf,PDF:JPEG,Color,"    23",,Completed,,be0d4ee5-e72f-11ee-8000-080037af719a
21/03/2024,9:53:36,"LPD:SPM-PCN-138:Bayu:Oliver Ichigo Octorio Leadership note book.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    20","    20",Completed,,1a8d4ee2-e72e-11ee-8000-080037af719a
21/03/2024,9:45:46,"LPD:DESKTOP-D0612KD:deborah:GR4-CS The last supper Sem 2 21 Mar 24 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    18","    12",Completed,,098d4edf-e72d-11ee-8000-080037af719a
21/03/2024,9:44:11,LPD:DESKTOP-D0612KD:deborah:175-crossword-puzzles-from-bible-stories.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,e10d4edc-e72c-11ee-8000-080037af719a
21/03/2024,9:43:50,LPD:DESKTOP-D0612KD:deborah:175-crossword-puzzles-from-bible-stories.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     7","     7",Completed,,d00d4ed9-e72c-11ee-8000-080037af719a
21/03/2024,9:42:07,"LPD:DESKTOP-J5UMN0O:Asus:leadership portfolio (5).pdf",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,9b8d4ed6-e72c-11ee-8000-080037af719a
21/03/2024,9:40:35,"LPD:DESKTOP-J5UMN0O:Asus:leadership portfolio (5).pdf",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,648d4ed3-e72c-11ee-8000-080037af719a
21/03/2024,9:38:58,"LPD:DESKTOP-D0612KD:deborah:GR4-CS The Last Supper Homework Sem 2 21 Mar 2024 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    24","    12",Completed,,100d4ed0-e72c-11ee-8000-080037af719a
21/03/2024,9:37:41,"LPD:DESKTOP-J5UMN0O:santika:leadership portfolio (5).pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,ee8d4ecd-e72b-11ee-8000-080037af719a
21/03/2024,9:33:09,Scanner,SMB:\\10.30.3.24\publicscan\img-321093217.pdf,PDF:JPEG,Color,"    32",,Completed,,3b8d4eca-e72b-11ee-8000-080037af719a
21/03/2024,9:23:03,Scanner,SMB:\\10.30.3.24\publicscan\img-321092156.pdf,PDF:JPEG,Color,"    46",,Completed,,c98d4ec7-e729-11ee-8000-080037af719a
21/03/2024,9:16:46,LPD:DESKTOP-O4618MT:Zaid:menggunting-dan-menempel.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     5","     5",Completed,,090d4ec4-e729-11ee-8000-080037af719a
21/03/2024,9:15:41,LPD:DESKTOP-O4618MT:Zaid:menggunting-dan-menempel.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,e50d4ec1-e728-11ee-8000-080037af719a
21/03/2024,9:13:48,LPD:DESKTOP-O4618MT:Zaid:menggunting-dan-menempel.pdf,,"1 Pages Up:PCL6",,,"     0","Completed with error(016-759):Auditron - Limit Reached",,a58d4ebe-e728-11ee-8000-080037af719a
21/03/2024,9:12:33,LPD:DESKTOP-O4618MT:Zaid:menggunting-dan-menempel.pdf,"Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,750d4ebb-e728-11ee-8000-080037af719a
